New Shipment ID,Old Shipment ID,Original Parcel Type
13157,2.78E+14,Parcel
13157,2.78E+14,Parcel
13158,FOX0113673,LTL
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13159,6.59E+11,Parcel
13160,6.82E+11,Parcel
13161,FOX0116967,LTL
13162,FOX0124414,LTL
13163,9.18E+14,Parcel
13164,9.18E+14,Parcel
13165,9.18E+14,Parcel
13166,6.82E+11,Parcel
13167,6.59E+11,Parcel
13168,6.82E+11,Parcel
13169,9.18E+14,Parcel
13170,9.18E+14,Parcel
13171,6.59E+11,Parcel
13172,9.18E+14,Parcel
13172,9.18E+14,Parcel
13173,6.59E+11,Parcel
13174,6.59E+11,Parcel
13175,6.59E+11,Parcel
13176,9.18E+14,Parcel
13176,9.18E+14,Parcel
13177,9.18E+14,Parcel
13178,9.18E+14,Parcel
13178,9.18E+14,Parcel
13178,9.18E+14,Parcel
13179,9.18E+14,Parcel
13179,9.18E+14,Parcel
13180,9.18E+14,Parcel
13181,9.18E+14,Parcel
13181,9.18E+14,Parcel
13182,9.18E+14,Parcel
13183,9.18E+14,Parcel
13183,9.18E+14,Parcel
13183,9.18E+14,Parcel
13183,9.18E+14,Parcel
13183,9.18E+14,Parcel
13183,9.18E+14,Parcel
13184,9.18E+14,Parcel
13185,FOX0126878,LTL
13186,6.82E+11,Parcel
13187,9.18E+14,Parcel
13188,9.18E+14,Parcel
13188,9.18E+14,Parcel
13189,6.82E+11,Parcel
13189,6.82E+11,Parcel
13190,9.18E+14,Parcel
13191,9.18E+14,Parcel
13192,9.18E+14,Parcel
13193,9.18E+14,Parcel
13193,9.18E+14,Parcel
13193,9.18E+14,Parcel
13194,9.18E+14,Parcel
13194,9.18E+14,Parcel
13194,9.18E+14,Parcel
13195,FOX0123772,LTL
13196,6.82E+11,Parcel
13197,6.59E+11,Parcel
13198,9.18E+14,Parcel
13199,9.18E+14,Parcel
13200,9.18E+14,Parcel
13201,6.90E+11,Parcel
13202,2.78E+14,Parcel
13202,2.78E+14,Parcel
13202,2.78E+14,Parcel
13202,2.78E+14,Parcel
13202,2.78E+14,Parcel
13202,2.78E+14,Parcel
13203,9.18E+14,Parcel
13203,9.18E+14,Parcel
13204,FOX0123163,LTL
13205,6.59E+11,Parcel
13206,6.82E+11,Parcel
13207,FOX0129630,LTL
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13208,2.78E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13209,9.18E+14,Parcel
13210,6.82E+11,Parcel
13211,9.18E+14,Parcel
13212,9.18E+14,Parcel
13213,9.18E+14,Parcel
13214,6.82E+11,Parcel
13214,6.82E+11,Parcel
13215,6.82E+11,Parcel
13216,6.82E+11,Parcel
13216,6.82E+11,Parcel
13217,6.82E+11,Parcel
13217,6.82E+11,Parcel
13218,FOX0128341,LTL
13219,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13220,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13221,6.59E+11,Parcel
13222,9.18E+14,Parcel
13222,9.18E+14,Parcel
13223,FOX0111819,LTL
13224,FOX0125282,LTL
13225,6.59E+11,Parcel
13225,6.59E+11,Parcel
13226,9.18E+14,Parcel
13226,9.18E+14,Parcel
13227,9.18E+14,Parcel
13228,6.82E+11,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13229,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13230,9.18E+14,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13231,6.82E+11,Parcel
13232,6.82E+11,Parcel
13233,9.18E+14,Parcel
13234,6.59E+11,Parcel
13235,6.59E+11,Parcel
13236,9.18E+14,Parcel
13236,9.18E+14,Parcel
13237,9.18E+14,Parcel
13238,9.18E+14,Parcel
13239,9.18E+14,Parcel
13239,9.18E+14,Parcel
13239,9.18E+14,Parcel
13240,9.18E+14,Parcel
13241,6.59E+11,Parcel
13242,6.59E+11,Parcel
13243,6.82E+11,Parcel
13243,6.82E+11,Parcel
13244,6.59E+11,Parcel
13245,6.82E+11,Parcel
13246,6.82E+11,Parcel
13247,9.18E+14,Parcel
13248,FOX0125692,LTL
13249,FOX0127370,LTL
13250,2.78E+14,Parcel
13250,2.78E+14,Parcel
13250,2.78E+14,Parcel
13250,2.78E+14,Parcel
13250,2.78E+14,Parcel
13251,6.82E+11,Parcel
13252,9.18E+14,Parcel
13253,6.82E+11,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13254,9.18E+14,Parcel
13255,9.18E+14,Parcel
13255,9.18E+14,Parcel
13255,9.18E+14,Parcel
13256,6.82E+11,Parcel
13256,6.82E+11,Parcel
13257,9.18E+14,Parcel
13258,9.18E+14,Parcel
13258,9.18E+14,Parcel
13259,9.18E+14,Parcel
13259,9.18E+14,Parcel
13260,9.18E+14,Parcel
13260,9.18E+14,Parcel
13261,9.18E+14,Parcel
13262,6.59E+11,Parcel
13263,9.18E+14,Parcel
13264,9.18E+14,Parcel
13265,9.18E+14,Parcel
13266,FOX0128396,LTL
13267,9.18E+14,Parcel
13267,9.18E+14,Parcel
13267,9.18E+14,Parcel
13268,6.59E+11,Parcel
13269,9.18E+14,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13270,6.82E+11,Parcel
13271,6.59E+11,Parcel
13272,6.59E+11,Parcel
13273,FOX0127218,LTL
13274,6.59E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13275,6.82E+11,Parcel
13276,FOX0124312,LTL
13277,6.59E+11,Parcel
13278,9.18E+14,Parcel
13278,9.18E+14,Parcel
13279,6.59E+11,Parcel
13280,FOX0113034,LTL
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13281,6.59E+11,Parcel
13282,9.18E+14,Parcel
13283,FOX0118309,LTL
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13284,9.18E+14,Parcel
13285,9.18E+14,Parcel
13286,9.18E+14,Parcel
13286,9.18E+14,Parcel
13287,9.18E+14,Parcel
13288,9.18E+14,Parcel
13289,9.18E+14,Parcel
13289,9.18E+14,Parcel
13289,9.18E+14,Parcel
13289,9.18E+14,Parcel
13290,FOX0129369,LTL
13291,FOX0129424,LTL
13291,FOX0129431,LTL
13291,FOX0129468,LTL
13292,FOX0129447,LTL
13293,2.78E+14,Parcel
13294,2.78E+14,Parcel
13294,2.78E+14,Parcel
13295,2.78E+14,Parcel
13295,2.78E+14,Parcel
13296,6.82E+11,Parcel
13297,6.59E+11,Parcel
13298,6.82E+11,Parcel
13299,6.59E+11,Parcel
13299,6.59E+11,Parcel
13300,FOX0127028,LTL
13301,FOX0126567,LTL
13302,9.18E+14,Parcel
13302,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13303,9.18E+14,Parcel
13304,6.59E+11,Parcel
13305,FOX0113889,LTL
13306,9.18E+14,Parcel
13307,FOX0128109,LTL
13308,6.59E+11,Parcel
13309,9.18E+14,Parcel
13310,9.18E+14,Parcel
13311,9.18E+14,Parcel
13311,9.18E+14,Parcel
13312,9.18E+14,Parcel
13313,FOX0122161,LTL
13314,9.18E+14,Parcel
13314,9.18E+14,Parcel
13315,9.18E+14,Parcel
13316,2.78E+14,Parcel
13317,6.59E+11,Parcel
13318,FOX0127378,LTL
13319,6.59E+11,Parcel
13320,6.82E+11,Parcel
13320,6.82E+11,Parcel
13320,6.82E+11,Parcel
13321,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13322,1.01E+11,LTL
13323,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13324,1.01E+11,LTL
13325,1.01E+11,LTL
13325,1.01E+11,LTL
13325,FOX0124361,LTL
13326,1.01E+11,LTL
13327,1.01E+11,LTL
13327,1.01E+11,LTL
13327,1.01E+11,LTL
13327,1.01E+11,LTL
13327,1.01E+11,LTL
13328,1.01E+11,LTL
13329,1.01E+11,LTL
13329,1.01E+11,LTL
13330,1.01E+11,LTL
13330,1.01E+11,LTL
13330,1.01E+11,LTL
13331,1.01E+11,LTL
13331,1.01E+11,LTL
13332,1.01E+11,LTL
13333,1.01E+11,LTL
13334,1.01E+11,LTL
13335,1.01E+11,LTL
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13336,9.18E+14,Parcel
13337,9.18E+14,Parcel
13337,9.18E+14,Parcel
13337,9.18E+14,Parcel
13338,9.18E+14,Parcel
13339,9.18E+14,Parcel
13339,9.18E+14,Parcel
13339,9.18E+14,Parcel
13339,9.18E+14,Parcel
13339,9.18E+14,Parcel
13340,FOX0115306,LTL
13341,2.78E+14,Parcel
13342,9.18E+14,Parcel
13342,9.18E+14,Parcel
13343,6.59E+11,Parcel
13344,9.18E+14,Parcel
13345,6.82E+11,Parcel
13345,6.82E+11,Parcel
13345,6.82E+11,Parcel
13346,6.59E+11,Parcel
13347,FOX0126314,LTL
13348,6.82E+11,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13349,9.18E+14,Parcel
13350,9.18E+14,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13351,6.82E+11,Parcel
13352,6.82E+11,Parcel
13353,6.59E+11,Parcel
13354,6.82E+11,Parcel
13354,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13355,6.82E+11,Parcel
13356,6.82E+11,Parcel
13356,9.18E+14,Parcel
13357,9.18E+14,Parcel
13358,6.59E+11,Parcel
13359,2.78E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13360,9.18E+14,Parcel
13361,9.18E+14,Parcel
13362,9.18E+14,Parcel
13363,9.18E+14,Parcel
13364,6.82E+11,Parcel
13364,6.82E+11,Parcel
13365,FOX0113042,LTL
13366,9.18E+14,Parcel
13366,9.18E+14,Parcel
13367,9.18E+14,Parcel
13367,9.18E+14,Parcel
13367,9.18E+14,Parcel
13367,9.18E+14,Parcel
13368,9.18E+14,Parcel
13369,FOX0118267,LTL
13370,FOX0118279,LTL
13371,FOX0118281,LTL
13371,FOX0118277,LTL
13371,FOX0118471,LTL
13372,FOX0118479,LTL
13373,6.82E+11,Parcel
13374,9.18E+14,Parcel
13375,9.18E+14,Parcel
13376,6.59E+11,Parcel
13377,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13378,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13379,9.18E+14,Parcel
13380,9.18E+14,Parcel
13381,9.18E+14,Parcel
13382,6.59E+11,Parcel
13383,FOX0125352,LTL
13384,FOX0118199,LTL
13385,FOX0113599,LTL
13386,6.82E+11,Parcel
13387,9.18E+14,Parcel
13388,9.18E+14,Parcel
13389,9.18E+14,Parcel
13390,9.18E+14,Parcel
13391,9.18E+14,Parcel
13392,9.18E+14,Parcel
13393,9.18E+14,Parcel
13393,9.18E+14,Parcel
13394,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13395,9.18E+14,Parcel
13396,9.18E+14,Parcel
13396,9.18E+14,Parcel
13396,9.18E+14,Parcel
13396,9.18E+14,Parcel
13396,9.18E+14,Parcel
13396,9.18E+14,Parcel
13397,9.18E+14,Parcel
13397,9.18E+14,Parcel
13398,9.18E+14,Parcel
13399,6.82E+11,Parcel
13400,9.18E+14,Parcel
13400,9.18E+14,Parcel
13400,9.18E+14,Parcel
13401,9.18E+14,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13402,6.59E+11,Parcel
13403,9.18E+14,Parcel
13403,9.18E+14,Parcel
13404,9.18E+14,Parcel
13405,FOX0113090,LTL
13406,9.18E+14,Parcel
13406,9.18E+14,Parcel
13406,9.18E+14,Parcel
13406,9.18E+14,Parcel
13407,9.18E+14,Parcel
13407,9.18E+14,Parcel
13408,6.59E+11,Parcel
13409,2.78E+14,Parcel
13409,2.78E+14,Parcel
13410,FOX0116815,LTL
13411,6.59E+11,Parcel
13412,6.59E+11,Parcel
13413,6.59E+11,Parcel
13414,6.82E+11,Parcel
13415,FOX0124405,LTL
13416,9.18E+14,Parcel
13417,9.18E+14,Parcel
13418,FOX0128616,LTL
13419,9.18E+14,Parcel
13420,FOX0120517,LTL
13421,9.18E+14,Parcel
13422,9.18E+14,Parcel
13422,9.18E+14,Parcel
13422,9.18E+14,Parcel
13422,9.18E+14,Parcel
13423,9.18E+14,Parcel
13424,9.18E+14,Parcel
13424,9.18E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13425,2.78E+14,Parcel
13426,6.82E+11,Parcel
13427,9.18E+14,Parcel
13428,9.18E+14,Parcel
13429,FOX0116189,LTL
13430,9.18E+14,Parcel
13431,9.18E+14,Parcel
13431,9.18E+14,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13432,6.59E+11,Parcel
13433,9.18E+14,Parcel
13434,9.18E+14,Parcel
13435,9.18E+14,Parcel
13435,9.18E+14,Parcel
13435,9.18E+14,Parcel
13436,6.59E+11,Parcel
13437,6.59E+11,Parcel
13438,6.59E+11,Parcel
13439,6.59E+11,Parcel
13440,9.18E+14,Parcel
13441,9.18E+14,Parcel
13442,6.82E+11,Parcel
13443,FOX0118674,LTL
13443,FOX0118728,LTL
13444,9.18E+14,Parcel
13445,9.18E+14,Parcel
13445,9.18E+14,Parcel
13445,9.18E+14,Parcel
13445,9.18E+14,Parcel
13445,9.18E+14,Parcel
13445,9.18E+14,Parcel
13446,9.18E+14,Parcel
13447,FOX0118737,LTL
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13448,9.18E+14,Parcel
13449,FOX0112916,LTL
13450,9.18E+14,Parcel
13451,9.18E+14,Parcel
13452,9.18E+14,Parcel
13452,9.18E+14,Parcel
13453,6.82E+11,Parcel
13454,FOX0122317,LTL
13455,FOX0123247,LTL
13456,9.18E+14,Parcel
13456,9.18E+14,Parcel
13457,2.78E+14,Parcel
13458,6.82E+11,Parcel
13459,9.18E+14,Parcel
13459,9.18E+14,Parcel
13459,9.18E+14,Parcel
13460,9.18E+14,Parcel
13461,9.18E+14,Parcel
13462,1.01E+11,LTL
13463,9.18E+14,Parcel
13464,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13465,9.18E+14,Parcel
13466,2.78E+14,Parcel
13466,2.78E+14,Parcel
13467,9.18E+14,Parcel
13467,9.18E+14,Parcel
13467,9.18E+14,Parcel
13468,9.18E+14,Parcel
13468,9.18E+14,Parcel
13468,9.18E+14,Parcel
13469,9.18E+14,Parcel
13469,9.18E+14,Parcel
13469,9.18E+14,Parcel
13470,9.18E+14,Parcel
13470,9.18E+14,Parcel
13471,9.18E+14,Parcel
13472,6.59E+11,Parcel
13473,FOX0119020,LTL
13474,FOX0119107,LTL
13475,9.18E+14,Parcel
13475,9.18E+14,Parcel
13475,9.18E+14,Parcel
13475,9.18E+14,Parcel
13476,9.18E+14,Parcel
13477,6.59E+11,Parcel
13478,9.18E+14,Parcel
13479,9.18E+14,Parcel
13480,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13481,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13482,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13483,9.18E+14,Parcel
13484,9.18E+14,Parcel
13484,9.18E+14,Parcel
13484,9.18E+14,Parcel
13485,9.18E+14,Parcel
13486,FOX0126218,LTL
13487,6.59E+11,Parcel
13488,9.18E+14,Parcel
13488,9.18E+14,Parcel
13489,FOX0118430,LTL
13490,9.18E+14,Parcel
13490,9.18E+14,Parcel
13491,6.82E+11,Parcel
13492,6.59E+11,Parcel
13493,FOX0116893,LTL
13494,9.18E+14,Parcel
13495,FOX0118498,LTL
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13496,9.18E+14,Parcel
13497,9.18E+14,Parcel
13498,FOX0121718,LTL
13499,9.18E+14,Parcel
13500,9.18E+14,Parcel
13501,9.18E+14,Parcel
13502,9.18E+14,Parcel
13503,6.82E+11,Parcel
13504,9.18E+14,Parcel
13504,9.18E+14,Parcel
13504,9.18E+14,Parcel
13504,9.18E+14,Parcel
13504,9.18E+14,Parcel
13505,2.78E+14,Parcel
13506,6.59E+11,Parcel
13507,6.82E+11,Parcel
13508,9.18E+14,Parcel
13509,9.18E+14,Parcel
13509,9.18E+14,Parcel
13510,9.18E+14,Parcel
13511,6.82E+11,Parcel
13512,116391795,LTL
13513,9.18E+14,Parcel
13513,9.18E+14,Parcel
13513,9.18E+14,Parcel
13514,6.59E+11,Parcel
13515,6.59E+11,Parcel
13516,9.18E+14,Parcel
13517,9.18E+14,Parcel
13518,FOX0126470,LTL
13519,FOX0126237,LTL
13520,FOX0126481,LTL
13521,9.18E+14,Parcel
13521,9.18E+14,Parcel
13522,9.18E+14,Parcel
13522,9.18E+14,Parcel
13523,6.59E+11,Parcel
13524,9.18E+14,Parcel
13525,FOX0129115,LTL
13525,FOX0129109,LTL
13526,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13527,9.18E+14,Parcel
13528,9.18E+14,Parcel
13529,9.18E+14,Parcel
13529,9.18E+14,Parcel
13530,6.59E+11,Parcel
13531,FOX0119949,LTL
13532,9.18E+14,Parcel
13533,FOX0112806,LTL
13534,9.18E+14,Parcel
13535,FOX0118813,LTL
13536,9.18E+14,Parcel
13536,9.18E+14,Parcel
13536,9.18E+14,Parcel
13536,9.18E+14,Parcel
13536,9.18E+14,Parcel
13536,9.18E+14,Parcel
13537,9.18E+14,Parcel
13537,9.18E+14,Parcel
13537,9.18E+14,Parcel
13538,9.18E+14,Parcel
13539,FOX0112300,LTL
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13540,9.18E+14,Parcel
13541,9.18E+14,Parcel
13542,FOX0124352,LTL
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13543,9.18E+14,Parcel
13544,6.59E+11,Parcel
13545,9.18E+14,Parcel
13545,9.18E+14,Parcel
13546,9.18E+14,Parcel
13547,6.59E+11,Parcel
13548,FOX0121887,LTL
13549,FOX0122464,LTL
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13550,9.18E+14,Parcel
13551,9.18E+14,Parcel
13552,9.18E+14,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13553,6.82E+11,Parcel
13554,9.18E+14,Parcel
13555,9.18E+14,Parcel
13556,6.82E+11,Parcel
13556,6.82E+11,Parcel
13556,6.82E+11,Parcel
13556,6.82E+11,Parcel
13556,6.82E+11,Parcel
13556,6.82E+11,Parcel
